"SYMBOL","PathwayID"
"FZR1","hsa04110"
"CCNE1","hsa04110"
"CCNB2","hsa04110"
"PPP2R5D","hsa04110"
"CUL1","hsa04110"
"MCM5","hsa04110"
"E2F4","hsa04110"
"CCND2","hsa04110"
"CCNA2","hsa04110"
"CDC26","hsa04110"
"MAD2L2","hsa04110"
"SMC1B","hsa04110"
"NIPBL","hsa04110"
"MCM3","hsa04110"
"HDAC2","hsa04110"
"SLC25A5","hsa05020"
"NDUFC2-KCTD14","hsa05020"
"UQCRC2","hsa05020"
"PSMB3","hsa05020"
"COX7B","hsa05020"
"MAPK14","hsa05020"
"PSMA2","hsa05020"
"MAPK1","hsa05020"
"NDUFA11","hsa05020"
"SDHB","hsa05020"
"PSMD3","hsa05020"
"PSMB4","hsa05020"
"NDUFAB1","hsa05020"
"CACNA1C","hsa05020"
"PSMA7","hsa05020"
"BAX","hsa05020"
"NDUFA5","hsa05020"
"UQCRQ","hsa05020"
"CYC1","hsa05020"
"COX5A","hsa05020"
"PSMC2","hsa05020"
"CASP3","hsa05020"
"NDUFB8","hsa05020"
"CYBA","hsa05020"
"RYR2","hsa05020"
"PSMD2","hsa05020"
"NDUFA10","hsa05020"
"PSMC1","hsa05020"
"CSNK2B","hsa05020"
"NDUFS4","hsa05020"
"NDUFA1","hsa05020"
"PSMB1","hsa05020"
"PSMC4","hsa05020"
"COX4I1","hsa05020"
"APAF1","hsa05020"
"NDUFS3","hsa05020"
"NDUFV3","hsa05020"
"IL6","hsa05020"
"KLC1","hsa05020"
"UQCRB","hsa05020"
"NOTCH1","hsa05020"
"PSMB2","hsa05020"
"NDUFC2","hsa05020"
"NDUFB10","hsa05020"
"COX5B","hsa05020"
"NDUFB2","hsa05020"
"PRKACG","hsa05020"
"NCF4","hsa05020"
"NDUFS8","hsa05020"
"HSPA1A","hsa05020"
"ADRM1","hsa05020"
"RYR1","hsa05020"
"MAPK9","hsa05020"
"NDUFA2","hsa05020"
"NDUFS5","hsa05020"
"PSMB7","hsa05020"
"TUBA1A","hsa05020"
"PSMA8","hsa05020"
"PSMA4","hsa05020"
"SDHC","hsa05020"
"PSMD6","hsa05020"
"NDUFS1","hsa05020"
"RAC1","hsa05020"
"UQCRHL","hsa05020"
"PSMC5","hsa05020"
"COX6A2","hsa05020"
"NCF2","hsa05020"
"TNF","hsa05020"
"VDAC1","hsa05020"
"ATF2","hsa05020"
"NDUFS6","hsa05020"
"EIF2S1","hsa05020"
"TUBB2A","hsa05020"
"PSMD13","hsa05020"
"UQCRC1","hsa05020"
"DDIT3","hsa05020"
"PPP3CA","hsa05020"
"PSMD12","hsa05020"
"COX4I2","hsa05020"
"NDUFS7","hsa05020"
"NDUFB5","hsa05020"
"PSMA3","hsa05020"
"CREB1","hsa05020"
"TUBB3","hsa05020"
"IL1B","hsa05020"
"CYCS","hsa05020"
"PRKACB","hsa05020"
"HSPA5","hsa05020"
"COX6B1","hsa05020"
"UQCRFS1","hsa05020"
"PPIF","hsa05020"
"PSMC6","hsa05020"
"COX8A","hsa05020"
"UQCR10","hsa05020"
"CYBB","hsa05020"
"STIP1","hsa05020"
"MAPK3","hsa05020"
"NDUFB3","hsa05020"
"NDUFB11","hsa05020"
"SLC25A4","hsa05020"
"SDHA","hsa05020"
"PSMD7","hsa05020"
"COX7A2L","hsa05020"
"UQCRH","hsa05020"
"MAPK13","hsa05020"
"UQCR11","hsa05020"
"PSMD11","hsa05020"
"MAPK8","hsa05020"
"TUBB4B","hsa05020"
"NDUFA13","hsa05020"
"NDUFB1","hsa05020"
"NDUFA8","hsa05020"
"CASP9","hsa05020"
"CREB3L1","hsa05020"
"TUBB","hsa05020"
"NDUFB9","hsa05020"
"TUBA1B","hsa05020"
"NCF1","hsa05020"
"COX6A1","hsa05020"
"PSMA6","hsa05020"
"NDUFS2","hsa05020"
"COX6C","hsa05020"
"COX7A2","hsa05020"
"NDUFA9","hsa05020"
"MCU","hsa05020"
"PSMD1","hsa05020"
"PSMB6","hsa05020"
"PSMA1","hsa05020"
"PSMA5","hsa05020"
"TUBA1C","hsa05020"
"SDHD","hsa05020"
"NDUFA7","hsa05020"
"GSK3B","hsa05020"
"NDUFA3","hsa05020"
"PRNP","hsa05020"
"COX7C","hsa05020"
"MAPK10","hsa05020"
"NDUFB4","hsa05020"
"PSMD8","hsa05020"
"ITPR1","hsa05020"
"PSMD14","hsa05020"
"PIK3R1","hsa05020"
"FYN","hsa05020"
"NDUFV2","hsa05020"
"PRKACA","hsa05020"
"HSPA8","hsa05020"
"PIK3CB","hsa05020"
"PPP3R1","hsa05020"
"NDUFA6","hsa05020"
"CCL5","hsa05020"
"PSMD4","hsa05020"
"CAV1","hsa05020"
"SOD1","hsa05020"
"NDUFB7","hsa05020"
"NDUFC1","hsa05020"
"ITPR3","hsa05020"
"NDUFB6","hsa05020"
"NDUFA4","hsa05020"
"PSMC3","hsa05020"
"PSMD9","hsa05020"
"PSMB5","hsa05020"
"RAC2","hsa05020"
"NDUFV1","hsa05020"
"NDUFA12","hsa05020"
"BAD","hsa05020"
"RAB5A","hsa05014"
"NDUFC2-KCTD14","hsa05014"
"UQCRC2","hsa05014"
"PSMB3","hsa05014"
"COX7B","hsa05014"
"MAPK14","hsa05014"
"SIGMAR1","hsa05014"
"ACTB","hsa05014"
"RB1CC1","hsa05014"
"PSMA2","hsa05014"
"UBQLN1","hsa05014"
"MAP1LC3B","hsa05014"
"MTOR","hsa05014"
"TNFRSF1A","hsa05014"
"NDUFA11","hsa05014"
"SDHB","hsa05014"
"TRAF2","hsa05014"
"PSMD3","hsa05014"
"UBQLN4","hsa05014"
"ERBB4","hsa05014"
"PSMB4","hsa05014"
"NUP133","hsa05014"
"HNRNPA3","hsa05014"
"NDUFAB1","hsa05014"
"ALS2","hsa05014"
"PIK3C3","hsa05014"
"PSMA7","hsa05014"
"NXF1","hsa05014"
"BAX","hsa05014"
"DERL1","hsa05014"
"HDAC6","hsa05014"
"TARDBP","hsa05014"
"NDUFA5","hsa05014"
"SRSF3","hsa05014"
"UQCRQ","hsa05014"
"CYC1","hsa05014"
"PINK1","hsa05014"
"COX5A","hsa05014"
"DCTN1","hsa05014"
"HNRNPA1","hsa05014"
"TOMM40","hsa05014"
"PSMC2","hsa05014"
"CASP3","hsa05014"
"ULK1","hsa05014"
"SEC13","hsa05014"
"ATG101","hsa05014"
"BCL2","hsa05014"
"ULK2","hsa05014"
"NDUFB8","hsa05014"
"PSMD2","hsa05014"
"FUS","hsa05014"
"NDUFA10","hsa05014"
"PSMC1","hsa05014"
"NDUFS4","hsa05014"
"NDUFA1","hsa05014"
"PSMB1","hsa05014"
"PSMC4","hsa05014"
"COX4I1","hsa05014"
"APAF1","hsa05014"
"NDUFS3","hsa05014"
"NDUFV3","hsa05014"
"CHMP2B","hsa05014"
"ANXA11","hsa05014"
"NUP43","hsa05014"
"KLC1","hsa05014"
"UQCRB","hsa05014"
"PIK3R4","hsa05014"
"PSMB2","hsa05014"
"NDUFC2","hsa05014"
"NDUFB10","hsa05014"
"COX5B","hsa05014"
"NDUFB2","hsa05014"
"NDUFS8","hsa05014"
"ANXA7","hsa05014"
"ADRM1","hsa05014"
"NDUFA2","hsa05014"
"NDUFS5","hsa05014"
"GPX1","hsa05014"
"PSMB7","hsa05014"
"TUBA1A","hsa05014"
"PSMA8","hsa05014"
"ATG13","hsa05014"
"PSMA4","hsa05014"
"SDHC","hsa05014"
"PSMD6","hsa05014"
"NDUFS1","hsa05014"
"RAC1","hsa05014"
"UQCRHL","hsa05014"
"PSMC5","hsa05014"
"DAXX","hsa05014"
"COX6A2","hsa05014"
"TNF","hsa05014"
"FIG4","hsa05014"
"VDAC1","hsa05014"
"NDUFS6","hsa05014"
"EIF2S1","hsa05014"
"TUBB2A","hsa05014"
"NRBF2","hsa05014"
"PSMD13","hsa05014"
"UQCRC1","hsa05014"
"DDIT3","hsa05014"
"PPP3CA","hsa05014"
"RANBP2","hsa05014"
"PSMD12","hsa05014"
"COX4I2","hsa05014"
"NDUFS7","hsa05014"
"NDUFB5","hsa05014"
"PSMA3","hsa05014"
"TUBB3","hsa05014"
"CYCS","hsa05014"
"C9orf72","hsa05014"
"HSPA5","hsa05014"
"COX6B1","hsa05014"
"UQCRFS1","hsa05014"
"PSMC6","hsa05014"
"COX8A","hsa05014"
"UQCR10","hsa05014"
"NDUFB3","hsa05014"
"NDUFB11","hsa05014"
"SDHA","hsa05014"
"PSMD7","hsa05014"
"PFN1","hsa05014"
"COX7A2L","hsa05014"
"VCP","hsa05014"
"UQCRH","hsa05014"
"MAPK13","hsa05014"
"NUP155","hsa05014"
"UQCR11","hsa05014"
"OPTN","hsa05014"
"NUP98","hsa05014"
"PSMD11","hsa05014"
"MATR3","hsa05014"
"TUBB4B","hsa05014"
"HNRNPA2B1","hsa05014"
"NDUFA13","hsa05014"
"NDUFB1","hsa05014"
"NDUFA8","hsa05014"
"NUP85","hsa05014"
"CASP9","hsa05014"
"TUBB","hsa05014"
"NDUFB9","hsa05014"
"TUBA1B","hsa05014"
"MAP3K5","hsa05014"
"COX6A1","hsa05014"
"PSMA6","hsa05014"
"NDUFS2","hsa05014"
"COX6C","hsa05014"
"COX7A2","hsa05014"
"NDUFA9","hsa05014"
"MCU","hsa05014"
"PSMD1","hsa05014"
"PSMB6","hsa05014"
"PSMA1","hsa05014"
"PSMA5","hsa05014"
"NUP107","hsa05014"
"TUBA1C","hsa05014"
"BECN1","hsa05014"
"SDHD","hsa05014"
"NDUFA7","hsa05014"
"NUP153","hsa05014"
"NDUFA3","hsa05014"
"NUP37","hsa05014"
"COX7C","hsa05014"
"CAT","hsa05014"
"TP53","hsa05014"
"BCL2L1","hsa05014"
"NDUFB4","hsa05014"
"PSMD8","hsa05014"
"SQSTM1","hsa05014"
"PSMD14","hsa05014"
"ALYREF","hsa05014"
"NDUFV2","hsa05014"
"MAP1LC3A","hsa05014"
"SRSF7","hsa05014"
"UBQLN2","hsa05014"
"NUP62","hsa05014"
"AMBRA1","hsa05014"
"PPP3R1","hsa05014"
"NDUFA6","hsa05014"
"PSMD4","hsa05014"
"SOD1","hsa05014"
"RAB1A","hsa05014"
"NDUFB7","hsa05014"
"NDUFC1","hsa05014"
"SEH1L","hsa05014"
"CASP1","hsa05014"
"ITPR3","hsa05014"
"ATXN2","hsa05014"
"NDUFB6","hsa05014"
"NDUFA4","hsa05014"
"PSMC3","hsa05014"
"PSMD9","hsa05014"
"NUP214","hsa05014"
"PSMB5","hsa05014"
"NDUFV1","hsa05014"
"NDUFA12","hsa05014"
"BAD","hsa05014"
"ATG14","hsa05014"
"NUP160","hsa05014"
"SLC25A5","hsa05016"
"NDUFC2-KCTD14","hsa05016"
"UQCRC2","hsa05016"
"PSMB3","hsa05016"
"COX7B","hsa05016"
"RB1CC1","hsa05016"
"PSMA2","hsa05016"
"MTOR","hsa05016"
"TAF4","hsa05016"
"NDUFA11","hsa05016"
"SDHB","hsa05016"
"TRAF2","hsa05016"
"PSMD3","hsa05016"
"PSMB4","hsa05016"
"NDUFAB1","hsa05016"
"PIK3C3","hsa05016"
"PSMA7","hsa05016"
"BAX","hsa05016"
"CASP8","hsa05016"
"NDUFA5","hsa05016"
"UQCRQ","hsa05016"
"CYC1","hsa05016"
"POLR2L","hsa05016"
"COX5A","hsa05016"
"TBPL1","hsa05016"
"DCTN1","hsa05016"
"PSMC2","hsa05016"
"CASP3","hsa05016"
"ULK1","hsa05016"
"ATG101","hsa05016"
"POLR2K","hsa05016"
"ULK2","hsa05016"
"NDUFB8","hsa05016"
"PSMD2","hsa05016"
"NDUFA10","hsa05016"
"PSMC1","hsa05016"
"NDUFS4","hsa05016"
"POLR2H","hsa05016"
"NDUFA1","hsa05016"
"PSMB1","hsa05016"
"POLR2G","hsa05016"
"PSMC4","hsa05016"
"COX4I1","hsa05016"
"APAF1","hsa05016"
"NDUFS3","hsa05016"
"NDUFV3","hsa05016"
"KLC1","hsa05016"
"UQCRB","hsa05016"
"PIK3R4","hsa05016"
"PSMB2","hsa05016"
"NDUFC2","hsa05016"
"POLR2F","hsa05016"
"NDUFB10","hsa05016"
"COX5B","hsa05016"
"NDUFB2","hsa05016"
"HTT","hsa05016"
"NDUFS8","hsa05016"
"ADRM1","hsa05016"
"MAPK9","hsa05016"
"POLR2D","hsa05016"
"NDUFA2","hsa05016"
"NDUFS5","hsa05016"
"GPX1","hsa05016"
"PSMB7","hsa05016"
"TUBA1A","hsa05016"
"PSMA8","hsa05016"
"POLR2B","hsa05016"
"PPARG","hsa05016"
"AP2A2","hsa05016"
"ATG13","hsa05016"
"PSMA4","hsa05016"
"POLR2J","hsa05016"
"SDHC","hsa05016"
"PSMD6","hsa05016"
"NDUFS1","hsa05016"
"UQCRHL","hsa05016"
"PSMC5","hsa05016"
"EP300","hsa05016"
"COX6A2","hsa05016"
"VDAC1","hsa05016"
"NDUFS6","hsa05016"
"TUBB2A","hsa05016"
"AP2S1","hsa05016"
"HDAC1","hsa05016"
"NRBF2","hsa05016"
"PSMD13","hsa05016"
"UQCRC1","hsa05016"
"PSMD12","hsa05016"
"COX4I2","hsa05016"
"NDUFS7","hsa05016"
"NDUFB5","hsa05016"
"PSMA3","hsa05016"
"CREB1","hsa05016"
"TUBB3","hsa05016"
"AP2M1","hsa05016"
"CYCS","hsa05016"
"TGM2","hsa05016"
"COX6B1","hsa05016"
"UQCRFS1","hsa05016"
"PPIF","hsa05016"
"PSMC6","hsa05016"
"AP2B1","hsa05016"
"SOD2","hsa05016"
"COX8A","hsa05016"
"UQCR10","hsa05016"
"NDUFB3","hsa05016"
"NDUFB11","hsa05016"
"SLC25A4","hsa05016"
"SDHA","hsa05016"
"PSMD7","hsa05016"
"COX7A2L","hsa05016"
"UQCRH","hsa05016"
"POLR2A","hsa05016"
"TBP","hsa05016"
"UQCR11","hsa05016"
"PSMD11","hsa05016"
"MAPK8","hsa05016"
"TUBB4B","hsa05016"
"NDUFA13","hsa05016"
"NDUFB1","hsa05016"
"NDUFA8","hsa05016"
"NRF1","hsa05016"
"CASP9","hsa05016"
"CREB3L1","hsa05016"
"TUBB","hsa05016"
"NDUFB9","hsa05016"
"TUBA1B","hsa05016"
"POLR2E","hsa05016"
"MAP3K5","hsa05016"
"COX6A1","hsa05016"
"PSMA6","hsa05016"
"NDUFS2","hsa05016"
"PPARGC1A","hsa05016"
"COX6C","hsa05016"
"COX7A2","hsa05016"
"NDUFA9","hsa05016"
"PSMD1","hsa05016"
"PSMB6","hsa05016"
"PSMA1","hsa05016"
"PSMA5","hsa05016"
"TUBA1C","hsa05016"
"BECN1","hsa05016"
"SDHD","hsa05016"
"NDUFA7","hsa05016"
"NDUFA3","hsa05016"
"COX7C","hsa05016"
"MAPK10","hsa05016"
"TP53","hsa05016"
"SIN3A","hsa05016"
"NDUFB4","hsa05016"
"PSMD8","hsa05016"
"ITPR1","hsa05016"
"PSMD14","hsa05016"
"CREBBP","hsa05016"
"NDUFV2","hsa05016"
"SP1","hsa05016"
"BDNF","hsa05016"
"AMBRA1","hsa05016"
"NDUFA6","hsa05016"
"PSMD4","hsa05016"
"SOD1","hsa05016"
"NDUFB7","hsa05016"
"NDUFC1","hsa05016"
"NDUFB6","hsa05016"
"NDUFA4","hsa05016"
"PSMC3","hsa05016"
"POLR2C","hsa05016"
"PSMD9","hsa05016"
"AP2A1","hsa05016"
"POLR2I","hsa05016"
"PSMB5","hsa05016"
"NDUFV1","hsa05016"
"NDUFA12","hsa05016"
"ATG14","hsa05016"
"HDAC2","hsa05016"
"TFAM","hsa05016"
"RAB5A","hsa05022"
"SLC25A5","hsa05022"
"CASP7","hsa05022"
"ATXN3","hsa05022"
"NDUFC2-KCTD14","hsa05022"
"UQCRC2","hsa05022"
"PSMB3","hsa05022"
"COX7B","hsa05022"
"MAPK14","hsa05022"
"NOX1","hsa05022"
"SIGMAR1","hsa05022"
"RB1CC1","hsa05022"
"UBE2G2","hsa05022"
"PSMA2","hsa05022"
"MAPK1","hsa05022"
"MAP1LC3B","hsa05022"
"MTOR","hsa05022"
"NOX4","hsa05022"
"UBE2G1","hsa05022"
"TNFRSF1A","hsa05022"
"UBA52","hsa05022"
"NDUFA11","hsa05022"
"SDHB","hsa05022"
"TRAF2","hsa05022"
"PSMD3","hsa05022"
"APC","hsa05022"
"PSMB4","hsa05022"
"LRP6","hsa05022"
"NDUFAB1","hsa05022"
"ALS2","hsa05022"
"PIK3C3","hsa05022"
"CACNA1C","hsa05022"
"PSMA7","hsa05022"
"BAX","hsa05022"
"DERL1","hsa05022"
"TARDBP","hsa05022"
"NFKB1","hsa05022"
"CASP8","hsa05022"
"NDUFA5","hsa05022"
"UQCRQ","hsa05022"
"AGER","hsa05022"
"CYC1","hsa05022"
"PINK1","hsa05022"
"COX5A","hsa05022"
"DCTN1","hsa05022"
"RPS27A","hsa05022"
"RAF1","hsa05022"
"TOMM40","hsa05022"
"PLCG1","hsa05022"
"PSMC2","hsa05022"
"CASP3","hsa05022"
"ULK1","hsa05022"
"ATG101","hsa05022"
"BCL2","hsa05022"
"ULK2","hsa05022"
"NDUFB8","hsa05022"
"RYR2","hsa05022"
"PSMD2","hsa05022"
"FUS","hsa05022"
"NDUFA10","hsa05022"
"PSMC1","hsa05022"
"CSNK2B","hsa05022"
"NDUFS4","hsa05022"
"NDUFA1","hsa05022"
"PSMB1","hsa05022"
"PSMC4","hsa05022"
"COX4I1","hsa05022"
"APAF1","hsa05022"
"NDUFS3","hsa05022"
"NDUFV3","hsa05022"
"CHMP2B","hsa05022"
"FZD5","hsa05022"
"IL6","hsa05022"
"KLC1","hsa05022"
"UQCRB","hsa05022"
"PIK3R4","hsa05022"
"PSMB2","hsa05022"
"FZD7","hsa05022"
"NDUFC2","hsa05022"
"NDUFB10","hsa05022"
"COX5B","hsa05022"
"NDUFB2","hsa05022"
"HTT","hsa05022"
"NDUFS8","hsa05022"
"ADRM1","hsa05022"
"RYR1","hsa05022"
"NRAS","hsa05022"
"MAPK9","hsa05022"
"NDUFA2","hsa05022"
"NDUFS5","hsa05022"
"GPX1","hsa05022"
"PSMB7","hsa05022"
"TUBA1A","hsa05022"
"PSMA8","hsa05022"
"ATG13","hsa05022"
"PSMA4","hsa05022"
"TRAP1","hsa05022"
"SDHC","hsa05022"
"PSMD6","hsa05022"
"NDUFS1","hsa05022"
"RAC1","hsa05022"
"WNT1","hsa05022"
"UQCRHL","hsa05022"
"PSMC5","hsa05022"
"DAXX","hsa05022"
"COX6A2","hsa05022"
"TNF","hsa05022"
"FIG4","hsa05022"
"VDAC1","hsa05022"
"DVL2","hsa05022"
"NDUFS6","hsa05022"
"EIF2S1","hsa05022"
"TUBB2A","hsa05022"
"BRAF","hsa05022"
"NRBF2","hsa05022"
"PSMD13","hsa05022"
"UQCRC1","hsa05022"
"DDIT3","hsa05022"
"PPP3CA","hsa05022"
"PSMD12","hsa05022"
"COX4I2","hsa05022"
"NDUFS7","hsa05022"
"APC2","hsa05022"
"NDUFB5","hsa05022"
"PSMA3","hsa05022"
"WNT7A","hsa05022"
"TUBB3","hsa05022"
"CSNK1E","hsa05022"
"KRAS","hsa05022"
"IL1B","hsa05022"
"CYCS","hsa05022"
"C9orf72","hsa05022"
"UBA7","hsa05022"
"PDYN","hsa05022"
"HSPA5","hsa05022"
"COX6B1","hsa05022"
"UQCRFS1","hsa05022"
"PSEN1","hsa05022"
"PPIF","hsa05022"
"PSMC6","hsa05022"
"WNT10A","hsa05022"
"WNT3A","hsa05022"
"COX8A","hsa05022"
"LRP5","hsa05022"
"UQCR10","hsa05022"
"CYBB","hsa05022"
"MAPK3","hsa05022"
"NDUFB3","hsa05022"
"NDUFB11","hsa05022"
"SLC25A4","hsa05022"
"LRRK2","hsa05022"
"SDHA","hsa05022"
"PARK7","hsa05022"
"PSMD7","hsa05022"
"COX7A2L","hsa05022"
"VCP","hsa05022"
"UQCRH","hsa05022"
"MAPK13","hsa05022"
"CTNNB1","hsa05022"
"UBE2L3","hsa05022"
"UQCR11","hsa05022"
"HRAS","hsa05022"
"OPTN","hsa05022"
"PSMD11","hsa05022"
"MAPK8","hsa05022"
"CALM3","hsa05022"
"TUBB4B","hsa05022"
"NDUFA13","hsa05022"
"NDUFB1","hsa05022"
"NDUFA8","hsa05022"
"CASP9","hsa05022"
"TUBB","hsa05022"
"PRKCA","hsa05022"
"NDUFB9","hsa05022"
"TUBA1B","hsa05022"
"MAP3K5","hsa05022"
"COX6A1","hsa05022"
"PSMA6","hsa05022"
"NDUFS2","hsa05022"
"COX6C","hsa05022"
"COX7A2","hsa05022"
"NDUFA9","hsa05022"
"MCU","hsa05022"
"PSMD1","hsa05022"
"PSMB6","hsa05022"
"PSMA1","hsa05022"
"PSMA5","hsa05022"
"TUBA1C","hsa05022"
"BECN1","hsa05022"
"SDHD","hsa05022"
"NDUFA7","hsa05022"
"GSK3B","hsa05022"
"NDUFA3","hsa05022"
"PRNP","hsa05022"
"COX7C","hsa05022"
"MAPK10","hsa05022"
"CAT","hsa05022"
"DVL3","hsa05022"
"BCL2L1","hsa05022"
"NDUFB4","hsa05022"
"RELA","hsa05022"
"PSMD8","hsa05022"
"APP","hsa05022"
"ITPR1","hsa05022"
"SQSTM1","hsa05022"
"PSMD14","hsa05022"
"NDUFV2","hsa05022"
"MAP1LC3A","hsa05022"
"CSNK1A1","hsa05022"
"SNCA","hsa05022"
"BDNF","hsa05022"
"AMBRA1","hsa05022"
"PPP3R1","hsa05022"
"AXIN2","hsa05022"
"NDUFA6","hsa05022"
"UBC","hsa05022"
"PSMD4","hsa05022"
"SOD1","hsa05022"
"RAB1A","hsa05022"
"NDUFB7","hsa05022"
"NDUFC1","hsa05022"
"ITPR3","hsa05022"
"UBA1","hsa05022"
"ATXN2","hsa05022"
"UBB","hsa05022"
"DVL1","hsa05022"
"FZD1","hsa05022"
"NDUFB6","hsa05022"
"NDUFA4","hsa05022"
"PSMC3","hsa05022"
"MAPT","hsa05022"
"PSMD9","hsa05022"
"PSMB5","hsa05022"
"NDUFV1","hsa05022"
"NDUFA12","hsa05022"
"AXIN1","hsa05022"
"BAD","hsa05022"
"ATG14","hsa05022"
"ATXN1","hsa05022"
"SLC25A5","hsa05010"
"CASP7","hsa05010"
"NDUFC2-KCTD14","hsa05010"
"UQCRC2","hsa05010"
"PSMB3","hsa05010"
"COX7B","hsa05010"
"NOX1","hsa05010"
"RB1CC1","hsa05010"
"PSMA2","hsa05010"
"MAPK1","hsa05010"
"MTOR","hsa05010"
"NOX4","hsa05010"
"TNFRSF1A","hsa05010"
"NDUFA11","hsa05010"
"SDHB","hsa05010"
"TRAF2","hsa05010"
"PSMD3","hsa05010"
"APC","hsa05010"
"CHUK","hsa05010"
"PSMB4","hsa05010"
"LRP6","hsa05010"
"IKBKG","hsa05010"
"NDUFAB1","hsa05010"
"PIK3C3","hsa05010"
"CACNA1C","hsa05010"
"PSMA7","hsa05010"
"NFKB1","hsa05010"
"CASP8","hsa05010"
"NDUFA5","hsa05010"
"UQCRQ","hsa05010"
"AGER","hsa05010"
"CYC1","hsa05010"
"COX5A","hsa05010"
"RAF1","hsa05010"
"PSMC2","hsa05010"
"CASP3","hsa05010"
"ULK1","hsa05010"
"ATG101","hsa05010"
"ULK2","hsa05010"
"NDUFB8","hsa05010"
"PSMD2","hsa05010"
"NDUFA10","hsa05010"
"PSMC1","hsa05010"
"CSNK2B","hsa05010"
"NDUFS4","hsa05010"
"NDUFA1","hsa05010"
"PSMB1","hsa05010"
"PSMC4","hsa05010"
"COX4I1","hsa05010"
"APAF1","hsa05010"
"NDUFS3","hsa05010"
"NDUFV3","hsa05010"
"FZD5","hsa05010"
"IL6","hsa05010"
"KLC1","hsa05010"
"UQCRB","hsa05010"
"PIK3R4","hsa05010"
"PSMB2","hsa05010"
"FZD7","hsa05010"
"NDUFC2","hsa05010"
"SLC39A1","hsa05010"
"NDUFB10","hsa05010"
"IRS1","hsa05010"
"COX5B","hsa05010"
"NDUFB2","hsa05010"
"BACE1","hsa05010"
"RTN4","hsa05010"
"NDUFS8","hsa05010"
"ADRM1","hsa05010"
"NRAS","hsa05010"
"MAPK9","hsa05010"
"NDUFA2","hsa05010"
"NDUFS5","hsa05010"
"APOE","hsa05010"
"PSMB7","hsa05010"
"TUBA1A","hsa05010"
"PSMA8","hsa05010"
"ATG13","hsa05010"
"PSMA4","hsa05010"
"SDHC","hsa05010"
"PSMD6","hsa05010"
"NDUFS1","hsa05010"
"WNT1","hsa05010"
"UQCRHL","hsa05010"
"PSMC5","hsa05010"
"COX6A2","hsa05010"
"TNF","hsa05010"
"VDAC1","hsa05010"
"DVL2","hsa05010"
"NDUFS6","hsa05010"
"EIF2S1","hsa05010"
"TUBB2A","hsa05010"
"BRAF","hsa05010"
"NRBF2","hsa05010"
"PSMD13","hsa05010"
"UQCRC1","hsa05010"
"DDIT3","hsa05010"
"PPP3CA","hsa05010"
"PSMD12","hsa05010"
"COX4I2","hsa05010"
"NDUFS7","hsa05010"
