"SYMBOL","PathwayID"
"ANAPC7","hsa04110"
"ATRX","hsa04110"
"BUB1B","hsa04110"
"CCNA2","hsa04110"
"CCNB1","hsa04110"
"CCNB2","hsa04110"
"CCND2","hsa04110"
"CCNH","hsa04110"
"CDC14A","hsa04110"
"CDC16","hsa04110"
"CDC20","hsa04110"
"CDC23","hsa04110"
"CDC25B","hsa04110"
"CDC25C","hsa04110"
"CDC26","hsa04110"
"CDC27","hsa04110"
"CDC45","hsa04110"
"CDC6","hsa04110"
"CDC7","hsa04110"
"CDK1","hsa04110"
"CDK2","hsa04110"
"CDK4","hsa04110"
"CDK6","hsa04110"
"CDK7","hsa04110"
"CDKN1A","hsa04110"
"CDKN1B","hsa04110"
"CDKN2A","hsa04110"
"CDT1","hsa04110"
"CHEK1","hsa04110"
"CHEK2","hsa04110"
"CREBBP","hsa04110"
"CUL1","hsa04110"
"DBF4","hsa04110"
"EP300","hsa04110"
"FZR1","hsa04110"
"GSK3B","hsa04110"
"HDAC1","hsa04110"
"MAD2L2","hsa04110"
"MCM2","hsa04110"
"MCM3","hsa04110"
"MCM4","hsa04110"
"MCM5","hsa04110"
"MCM6","hsa04110"
"MCM7","hsa04110"
"ORC1","hsa04110"
"ORC2","hsa04110"
"ORC3","hsa04110"
"ORC4","hsa04110"
"ORC5","hsa04110"
"ORC6","hsa04110"
"PCNA","hsa04110"
"PLK1","hsa04110"
"PPP2CA","hsa04110"
"PPP2CB","hsa04110"
"PPP2R1A","hsa04110"
"RB1","hsa04110"
"RBL2","hsa04110"
"RBX1","hsa04110"
"SKP1","hsa04110"
"SKP2","hsa04110"
"SMAD2","hsa04110"
"SMAD3","hsa04110"
"SMAD4","hsa04110"
"TP53","hsa04110"
"YWHAB","hsa04110"
"YWHAE","hsa04110"
"YWHAG","hsa04110"
"YWHAH","hsa04110"
"YWHAZ","hsa04110"
"ACTR10","hsa05022"
"ACTR1A","hsa05022"
"ACTR1B","hsa05022"
"ADRM1","hsa05022"
"AGER","hsa05022"
"APP","hsa05022"
"ATG101","hsa05022"
"ATG13","hsa05022"
"ATG14","hsa05022"
"ATXN1","hsa05022"
"AXIN1","hsa05022"
"BECN1","hsa05022"
"CACNA1C","hsa05022"
"CALM1","hsa05022"
"CASP8","hsa05022"
"COX4I1","hsa05022"
"COX5A","hsa05022"
"COX5B","hsa05022"
"COX6A1","hsa05022"
"COX6A2","hsa05022"
"COX6B1","hsa05022"
"COX6C","hsa05022"
"COX7B","hsa05022"
"COX7C","hsa05022"
"COX8A","hsa05022"
"CYC1","hsa05022"
"CYCS","hsa05022"
"DAXX","hsa05022"
"DCTN1","hsa05022"
"DCTN2","hsa05022"
"DCTN3","hsa05022"
"DCTN4","hsa05022"
"DCTN5","hsa05022"
"DCTN6","hsa05022"
"DLG4","hsa05022"
"DNAH8","hsa05022"
"DVL1","hsa05022"
"EIF2S1","hsa05022"
"FAS","hsa05022"
"FRAT1","hsa05022"
"FZD2","hsa05022"
"FZD4","hsa05022"
"FZD5","hsa05022"
"FZD7","hsa05022"
"GNAQ","hsa05022"
"GRM1","hsa05022"
"GRM5","hsa05022"
"GSK3B","hsa05022"
"HAP1","hsa05022"
"LRP5","hsa05022"
"LRP6","hsa05022"
"MTOR","hsa05022"
"NDUFA11","hsa05022"
"NDUFA12","hsa05022"
"NDUFA13","hsa05022"
"NDUFA2","hsa05022"
"NDUFA4","hsa05022"
"NDUFA5","hsa05022"
"NDUFA6","hsa05022"
"NDUFA8","hsa05022"
"NDUFA9","hsa05022"
"NDUFAB1","hsa05022"
"NDUFB10","hsa05022"
"NDUFB5","hsa05022"
"NDUFB7","hsa05022"
"NDUFB8","hsa05022"
"NDUFB9","hsa05022"
"NDUFS1","hsa05022"
"NDUFS2","hsa05022"
"NDUFS3","hsa05022"
"NDUFS4","hsa05022"
"NDUFS5","hsa05022"
"NDUFS7","hsa05022"
"NDUFV1","hsa05022"
"NDUFV2","hsa05022"
"PIK3C3","hsa05022"
"PIK3R4","hsa05022"
"PLCB1","hsa05022"
"PLCB2","hsa05022"
"PLCB3","hsa05022"
"PSMA1","hsa05022"
"PSMA2","hsa05022"
"PSMA3","hsa05022"
"PSMA4","hsa05022"
"PSMA5","hsa05022"
"PSMA6","hsa05022"
"PSMA7","hsa05022"
"PSMA8","hsa05022"
"PSMB1","hsa05022"
"PSMB2","hsa05022"
"PSMB3","hsa05022"
"PSMB4","hsa05022"
"PSMB5","hsa05022"
"PSMB6","hsa05022"
"PSMB7","hsa05022"
"PSMC1","hsa05022"
"PSMC2","hsa05022"
"PSMC3","hsa05022"
"PSMC4","hsa05022"
"PSMC5","hsa05022"
"PSMC6","hsa05022"
"PSMD1","hsa05022"
"PSMD11","hsa05022"
"PSMD12","hsa05022"
"PSMD13","hsa05022"
"PSMD14","hsa05022"
"PSMD2","hsa05022"
"PSMD3","hsa05022"
"PSMD4","hsa05022"
"PSMD6","hsa05022"
"PSMD7","hsa05022"
"PSMD8","hsa05022"
"PSMD9","hsa05022"
"RAF1","hsa05022"
"RB1CC1","hsa05022"
"RELA","hsa05022"
"RPS27A","hsa05022"
"SQSTM1","hsa05022"
"UBA1","hsa05022"
"UBA7","hsa05022"
"UBB","hsa05022"
"UBC","hsa05022"
"UBE2L3","hsa05022"
"UBE2L6","hsa05022"
"ULK1","hsa05022"
"ULK2","hsa05022"
"UQCR10","hsa05022"
"UQCR11","hsa05022"
"UQCRB","hsa05022"
"UQCRC1","hsa05022"
"UQCRC2","hsa05022"
"UQCRFS1","hsa05022"
"UQCRH","hsa05022"
"UQCRHL","hsa05022"
"UQCRQ","hsa05022"
"VCP","hsa05022"
"WNT3","hsa05022"
"WNT5A","hsa05022"
"WNT7B","hsa05022"
"ADRM1","hsa05010"
"AGER","hsa05010"
"APP","hsa05010"
"ATG101","hsa05010"
"ATG13","hsa05010"
"ATG14","hsa05010"
"AXIN1","hsa05010"
"BECN1","hsa05010"
"CACNA1C","hsa05010"
"CALM1","hsa05010"
"CASP8","hsa05010"
"COX4I1","hsa05010"
"COX5A","hsa05010"
"COX5B","hsa05010"
"COX6A1","hsa05010"
"COX6A2","hsa05010"
"COX6B1","hsa05010"
"COX6C","hsa05010"
"COX7B","hsa05010"
"COX7C","hsa05010"
"COX8A","hsa05010"
"CYC1","hsa05010"
"CYCS","hsa05010"
"DVL1","hsa05010"
"EIF2S1","hsa05010"
"FAS","hsa05010"
"FRAT1","hsa05010"
"FZD2","hsa05010"
"FZD4","hsa05010"
"FZD5","hsa05010"
"FZD7","hsa05010"
"GAPDH","hsa05010"
"GNAQ","hsa05010"
"GRM5","hsa05010"
"GSK3B","hsa05010"
"LRP5","hsa05010"
"LRP6","hsa05010"
"MTOR","hsa05010"
"NDUFA11","hsa05010"
"NDUFA12","hsa05010"
"NDUFA13","hsa05010"
"NDUFA2","hsa05010"
"NDUFA4","hsa05010"
"NDUFA5","hsa05010"
"NDUFA6","hsa05010"
"NDUFA8","hsa05010"
"NDUFA9","hsa05010"
"NDUFAB1","hsa05010"
"NDUFB10","hsa05010"
"NDUFB5","hsa05010"
"NDUFB7","hsa05010"
"NDUFB8","hsa05010"
"NDUFB9","hsa05010"
"NDUFS1","hsa05010"
"NDUFS2","hsa05010"
"NDUFS3","hsa05010"
"NDUFS4","hsa05010"
"NDUFS5","hsa05010"
"NDUFS7","hsa05010"
"NDUFV1","hsa05010"
"NDUFV2","hsa05010"
"PIK3C3","hsa05010"
"PIK3R4","hsa05010"
"PLCB1","hsa05010"
"PLCB2","hsa05010"
"PLCB3","hsa05010"
"PSMA1","hsa05010"
"PSMA2","hsa05010"
"PSMA3","hsa05010"
"PSMA4","hsa05010"
"PSMA5","hsa05010"
"PSMA6","hsa05010"
"PSMA7","hsa05010"
"PSMA8","hsa05010"
"PSMB1","hsa05010"
"PSMB2","hsa05010"
"PSMB3","hsa05010"
"PSMB4","hsa05010"
"PSMB5","hsa05010"
"PSMB6","hsa05010"
"PSMB7","hsa05010"
"PSMC1","hsa05010"
"PSMC2","hsa05010"
"PSMC3","hsa05010"
"PSMC4","hsa05010"
"PSMC5","hsa05010"
"PSMC6","hsa05010"
"PSMD1","hsa05010"
"PSMD11","hsa05010"
"PSMD12","hsa05010"
"PSMD13","hsa05010"
"PSMD14","hsa05010"
"PSMD2","hsa05010"
"PSMD3","hsa05010"
"PSMD4","hsa05010"
"PSMD6","hsa05010"
"PSMD7","hsa05010"
"PSMD8","hsa05010"
"PSMD9","hsa05010"
"RAF1","hsa05010"
"RB1CC1","hsa05010"
"RELA","hsa05010"
"RTN4","hsa05010"
"SLC39A14","hsa05010"
"ULK1","hsa05010"
"ULK2","hsa05010"
"UQCR10","hsa05010"
"UQCR11","hsa05010"
"UQCRB","hsa05010"
"UQCRC1","hsa05010"
"UQCRC2","hsa05010"
"UQCRFS1","hsa05010"
"UQCRH","hsa05010"
"UQCRHL","hsa05010"
"UQCRQ","hsa05010"
"WNT3","hsa05010"
"WNT5A","hsa05010"
"WNT7B","hsa05010"
"ACTR10","hsa05014"
"ACTR1A","hsa05014"
"ACTR1B","hsa05014"
"ADRM1","hsa05014"
"ATG101","hsa05014"
"ATG13","hsa05014"
"ATG14","hsa05014"
"BECN1","hsa05014"
"COX4I1","hsa05014"
"COX5A","hsa05014"
"COX5B","hsa05014"
"COX6A1","hsa05014"
"COX6A2","hsa05014"
"COX6B1","hsa05014"
"COX6C","hsa05014"
"COX7B","hsa05014"
"COX7C","hsa05014"
"COX8A","hsa05014"
"CYC1","hsa05014"
"CYCS","hsa05014"
"DAXX","hsa05014"
"DCTN1","hsa05014"
"DCTN2","hsa05014"
"DCTN3","hsa05014"
"DCTN4","hsa05014"
"DCTN5","hsa05014"
"DCTN6","hsa05014"
"DNAH8","hsa05014"
"EIF2S1","hsa05014"
"HAP1","hsa05014"
"MTOR","hsa05014"
"NDUFA11","hsa05014"
"NDUFA12","hsa05014"
"NDUFA13","hsa05014"
"NDUFA2","hsa05014"
"NDUFA4","hsa05014"
"NDUFA5","hsa05014"
"NDUFA6","hsa05014"
"NDUFA8","hsa05014"
"NDUFA9","hsa05014"
"NDUFAB1","hsa05014"
"NDUFB10","hsa05014"
"NDUFB5","hsa05014"
"NDUFB7","hsa05014"
"NDUFB8","hsa05014"
"NDUFB9","hsa05014"
"NDUFS1","hsa05014"
"NDUFS2","hsa05014"
"NDUFS3","hsa05014"
"NDUFS4","hsa05014"
"NDUFS5","hsa05014"
"NDUFS7","hsa05014"
"NDUFV1","hsa05014"
"NDUFV2","hsa05014"
"NUP107","hsa05014"
"NUP133","hsa05014"
"NUP155","hsa05014"
"NUP160","hsa05014"
"NUP37","hsa05014"
"NUP43","hsa05014"
"NUP85","hsa05014"
"NUP98","hsa05014"
"PIK3C3","hsa05014"
"PIK3R4","hsa05014"
"PSMA1","hsa05014"
"PSMA2","hsa05014"
"PSMA3","hsa05014"
"PSMA4","hsa05014"
"PSMA5","hsa05014"
"PSMA6","hsa05014"
"PSMA7","hsa05014"
"PSMA8","hsa05014"
"PSMB1","hsa05014"
"PSMB2","hsa05014"
"PSMB3","hsa05014"
"PSMB4","hsa05014"
"PSMB5","hsa05014"
"PSMB6","hsa05014"
"PSMB7","hsa05014"
"PSMC1","hsa05014"
"PSMC2","hsa05014"
"PSMC3","hsa05014"
"PSMC4","hsa05014"
"PSMC5","hsa05014"
"PSMC6","hsa05014"
"PSMD1","hsa05014"
"PSMD11","hsa05014"
"PSMD12","hsa05014"
"PSMD13","hsa05014"
"PSMD14","hsa05014"
"PSMD2","hsa05014"
"PSMD3","hsa05014"
"PSMD4","hsa05014"
"PSMD6","hsa05014"
"PSMD7","hsa05014"
"PSMD8","hsa05014"
"PSMD9","hsa05014"
"RB1CC1","hsa05014"
"SEC13","hsa05014"
"SEH1L","hsa05014"
"SQSTM1","hsa05014"
"TP53","hsa05014"
"ULK1","hsa05014"
"ULK2","hsa05014"
"UQCR10","hsa05014"
"UQCR11","hsa05014"
"UQCRB","hsa05014"
"UQCRC1","hsa05014"
"UQCRC2","hsa05014"
"UQCRFS1","hsa05014"
"UQCRH","hsa05014"
"UQCRHL","hsa05014"
"UQCRQ","hsa05014"
"VCP","hsa05014"
"ADRM1","hsa05012"
"CALM1","hsa05012"
"COX4I1","hsa05012"
"COX5A","hsa05012"
"COX5B","hsa05012"
"COX6A1","hsa05012"
"COX6A2","hsa05012"
"COX6B1","hsa05012"
"COX6C","hsa05012"
"COX7B","hsa05012"
"COX7C","hsa05012"
"COX8A","hsa05012"
"CYC1","hsa05012"
"CYCS","hsa05012"
"DAXX","hsa05012"
"EIF2S1","hsa05012"
"NDUFA11","hsa05012"
"NDUFA12","hsa05012"
"NDUFA13","hsa05012"
"NDUFA2","hsa05012"
"NDUFA4","hsa05012"
"NDUFA5","hsa05012"
"NDUFA6","hsa05012"
"NDUFA8","hsa05012"
"NDUFA9","hsa05012"
"NDUFAB1","hsa05012"
"NDUFB10","hsa05012"
"NDUFB5","hsa05012"
"NDUFB7","hsa05012"
"NDUFB8","hsa05012"
"NDUFB9","hsa05012"
"NDUFS1","hsa05012"
"NDUFS2","hsa05012"
"NDUFS3","hsa05012"
"NDUFS4","hsa05012"
"NDUFS5","hsa05012"
"NDUFS7","hsa05012"
"NDUFV1","hsa05012"
"NDUFV2","hsa05012"
"PRKACA","hsa05012"
"PRKACB","hsa05012"
"PRKACG","hsa05012"
"PSMA1","hsa05012"
"PSMA2","hsa05012"
"PSMA3","hsa05012"
"PSMA4","hsa05012"
"PSMA5","hsa05012"
"PSMA6","hsa05012"
"PSMA7","hsa05012"
"PSMA8","hsa05012"
"PSMB1","hsa05012"
"PSMB2","hsa05012"
"PSMB3","hsa05012"
"PSMB4","hsa05012"
"PSMB5","hsa05012"
"PSMB6","hsa05012"
"PSMB7","hsa05012"
"PSMC1","hsa05012"
"PSMC2","hsa05012"
"PSMC3","hsa05012"
"PSMC4","hsa05012"
"PSMC5","hsa05012"
"PSMC6","hsa05012"
"PSMD1","hsa05012"
"PSMD11","hsa05012"
"PSMD12","hsa05012"
"PSMD13","hsa05012"
"PSMD14","hsa05012"
"PSMD2","hsa05012"
"PSMD3","hsa05012"
"PSMD4","hsa05012"
"PSMD6","hsa05012"
"PSMD7","hsa05012"
"PSMD8","hsa05012"
"PSMD9","hsa05012"
"RPS27A","hsa05012"
"SLC39A14","hsa05012"
"TP53","hsa05012"
"TXN2","hsa05012"
"UBA1","hsa05012"
"UBA7","hsa05012"
"UBB","hsa05012"
"UBC","hsa05012"
"UBE2L3","hsa05012"
"UBE2L6","hsa05012"
"UQCR10","hsa05012"
"UQCR11","hsa05012"
"UQCRB","hsa05012"
"UQCRC1","hsa05012"
"UQCRC2","hsa05012"
"UQCRFS1","hsa05012"
"UQCRH","hsa05012"
"UQCRHL","hsa05012"
"UQCRQ","hsa05012"
"ADRM1","hsa03050"
"PSMA1","hsa03050"
"PSMA2","hsa03050"
"PSMA3","hsa03050"
"PSMA4","hsa03050"
"PSMA5","hsa03050"
"PSMA6","hsa03050"
"PSMA7","hsa03050"
"PSMA8","hsa03050"
"PSMB1","hsa03050"
"PSMB10","hsa03050"
"PSMB2","hsa03050"
"PSMB3","hsa03050"
"PSMB4","hsa03050"
"PSMB5","hsa03050"
"PSMB6","hsa03050"
"PSMB7","hsa03050"
"PSMB8","hsa03050"
"PSMB9","hsa03050"
"PSMC1","hsa03050"
"PSMC2","hsa03050"
"PSMC3","hsa03050"
"PSMC4","hsa03050"
"PSMC5","hsa03050"
"PSMC6","hsa03050"
"PSMD1","hsa03050"
"PSMD11","hsa03050"
"PSMD12","hsa03050"
"PSMD13","hsa03050"
"PSMD14","hsa03050"
"PSMD2","hsa03050"
"PSMD3","hsa03050"
"PSMD4","hsa03050"
"PSMD6","hsa03050"
"PSMD7","hsa03050"
"PSMD8","hsa03050"
"PSMD9","hsa03050"
"PSME4","hsa03050"
"ADRM1","hsa05020"
"CACNA1C","hsa05020"
"COX4I1","hsa05020"
"COX5A","hsa05020"
"COX5B","hsa05020"
"COX6A1","hsa05020"
"COX6A2","hsa05020"
"COX6B1","hsa05020"
"COX6C","hsa05020"
"COX7B","hsa05020"
"COX7C","hsa05020"
"COX8A","hsa05020"
"CREB1","hsa05020"
"CYC1","hsa05020"
"CYCS","hsa05020"
"EIF2S1","hsa05020"
"GSK3B","hsa05020"
"HSPA1A","hsa05020"
"NDUFA11","hsa05020"
"NDUFA12","hsa05020"
"NDUFA13","hsa05020"
"NDUFA2","hsa05020"
"NDUFA4","hsa05020"
"NDUFA5","hsa05020"
"NDUFA6","hsa05020"
"NDUFA8","hsa05020"
"NDUFA9","hsa05020"
"NDUFAB1","hsa05020"
"NDUFB10","hsa05020"
"NDUFB5","hsa05020"
"NDUFB7","hsa05020"
"NDUFB8","hsa05020"
"NDUFB9","hsa05020"
"NDUFS1","hsa05020"
"NDUFS2","hsa05020"
"NDUFS3","hsa05020"
"NDUFS4","hsa05020"
"NDUFS5","hsa05020"
"NDUFS7","hsa05020"
"NDUFV1","hsa05020"
"NDUFV2","hsa05020"
"PRKACA","hsa05020"
"PRKACB","hsa05020"
"PRKACG","hsa05020"
"PSMA1","hsa05020"
"PSMA2","hsa05020"
"PSMA3","hsa05020"
"PSMA4","hsa05020"
"PSMA5","hsa05020"
"PSMA6","hsa05020"
"PSMA7","hsa05020"
"PSMA8","hsa05020"
"PSMB1","hsa05020"
"PSMB2","hsa05020"
"PSMB3","hsa05020"
"PSMB4","hsa05020"
"PSMB5","hsa05020"
"PSMB6","hsa05020"
"PSMB7","hsa05020"
"PSMC1","hsa05020"
"PSMC2","hsa05020"
"PSMC3","hsa05020"
"PSMC4","hsa05020"
"PSMC5","hsa05020"
"PSMC6","hsa05020"
"PSMD1","hsa05020"
"PSMD11","hsa05020"
"PSMD12","hsa05020"
"PSMD13","hsa05020"
"PSMD14","hsa05020"
"PSMD2","hsa05020"
"PSMD3","hsa05020"
"PSMD4","hsa05020"
"PSMD6","hsa05020"
"PSMD7","hsa05020"
"PSMD8","hsa05020"
"PSMD9","hsa05020"
"STIP1","hsa05020"
"UQCR10","hsa05020"
"UQCR11","hsa05020"
"UQCRB","hsa05020"
"UQCRC1","hsa05020"
"UQCRC2","hsa05020"
"UQCRFS1","hsa05020"
"UQCRH","hsa05020"
"UQCRHL","hsa05020"
"UQCRQ","hsa05020"
"ATP6V0B","hsa00190"
"ATP6V0C","hsa00190"
"ATP6V1A","hsa00190"
"ATP6V1B1","hsa00190"
"ATP6V1B2","hsa00190"
"ATP6V1C1","hsa00190"
"ATP6V1C2","hsa00190"
"ATP6V1D","hsa00190"
"ATP6V1E1","hsa00190"
"ATP6V1E2","hsa00190"
"ATP6V1F","hsa00190"
"ATP6V1G1","hsa00190"
"ATP6V1H","hsa00190"
"COX4I1","hsa00190"
"COX5A","hsa00190"
"COX5B","hsa00190"
"COX6A1","hsa00190"
"COX6A2","hsa00190"
"COX6B1","hsa00190"
"COX6C","hsa00190"
"COX7B","hsa00190"
"COX7C","hsa00190"
"COX8A","hsa00190"
"CYC1","hsa00190"
"CYCS","hsa00190"
"NDUFA11","hsa00190"
"NDUFA12","hsa00190"
"NDUFA13","hsa00190"
"NDUFA2","hsa00190"
"NDUFA4","hsa00190"
"NDUFA5","hsa00190"
"NDUFA6","hsa00190"
"NDUFA8","hsa00190"
"NDUFA9","hsa00190"
"NDUFAB1","hsa00190"
"NDUFB10","hsa00190"
"NDUFB5","hsa00190"
"NDUFB7","hsa00190"
"NDUFB8","hsa00190"
"NDUFB9","hsa00190"
"NDUFS1","hsa00190"
"NDUFS2","hsa00190"
"NDUFS3","hsa00190"
"NDUFS4","hsa00190"
"NDUFS5","hsa00190"
"NDUFS7","hsa00190"
"NDUFV1","hsa00190"
"NDUFV2","hsa00190"
"UQCR10","hsa00190"
"UQCR11","hsa00190"
"UQCRB","hsa00190"
"UQCRC1","hsa00190"
"UQCRC2","hsa00190"
"UQCRFS1","hsa00190"
"UQCRH","hsa00190"
"UQCRHL","hsa00190"
"UQCRQ","hsa00190"
"ADRM1","hsa05017"
"ATG101","hsa05017"
"ATG13","hsa05017"
"ATG14","hsa05017"
"ATXN1","hsa05017"
"BECN1","hsa05017"
"CIC","hsa05017"
"CYCS","hsa05017"
"GNAQ","hsa05017"
"GRM1","hsa05017"
"GTF2B","hsa05017"
"KAT5","hsa05017"
"MTOR","hsa05017"
"PIK3C3","hsa05017"
"PIK3R4","hsa05017"
"PLCB1","hsa05017"
"PLCB2","hsa05017"
"PLCB3","hsa05017"
"PSMA1","hsa05017"
"PSMA2","hsa05017"
"PSMA3","hsa05017"
"PSMA4","hsa05017"
"PSMA5","hsa05017"
"PSMA6","hsa05017"
"PSMA7","hsa05017"
"PSMA8","hsa05017"
"PSMB1","hsa05017"
"PSMB2","hsa05017"
"PSMB3","hsa05017"
"PSMB4","hsa05017"
"PSMB5","hsa05017"
"PSMB6","hsa05017"
"PSMB7","hsa05017"
"PSMC1","hsa05017"
"PSMC2","hsa05017"
"PSMC3","hsa05017"
"PSMC4","hsa05017"
"PSMC5","hsa05017"
"PSMC6","hsa05017"
"PSMD1","hsa05017"
"PSMD11","hsa05017"
"PSMD12","hsa05017"
"PSMD13","hsa05017"
"PSMD14","hsa05017"
"PSMD2","hsa05017"
"PSMD3","hsa05017"
"PSMD4","hsa05017"
"PSMD6","hsa05017"
"PSMD7","hsa05017"
"PSMD8","hsa05017"
"PSMD9","hsa05017"
"RB1CC1","hsa05017"
"SP1","hsa05017"
"ULK1","hsa05017"
"ULK2","hsa05017"
"CCNH","hsa03420"
"CDK7","hsa03420"
"ERCC2","hsa03420"
"ERCC3","hsa03420"
"ERCC5","hsa03420"
"GTF2H1","hsa03420"
"GTF2H2","hsa03420"
"GTF2H2C","hsa03420"
"GTF2H3","hsa03420"
"GTF2H4","hsa03420"
"GTF2H5","hsa03420"
"MNAT1","hsa03420"
"PCNA","hsa03420"
"POLD2","hsa03420"
"POLD3","hsa03420"
"POLE","hsa03420"
"POLE2","hsa03420"
"POLR2A","hsa03420"
"POLR2C","hsa03420"
"POLR2D","hsa03420"
"POLR2E","hsa03420"
"POLR2F","hsa03420"
"POLR2G","hsa03420"
"POLR2H","hsa03420"
"POLR2I","hsa03420"
"POLR2J","hsa03420"
"POLR2K","hsa03420"
"POLR2L","hsa03420"
"RBX1","hsa03420"
"RFC2","hsa03420"
"RFC3","hsa03420"
"RFC4","hsa03420"
"RFC5","hsa03420"
"RPA1","hsa03420"
"XPC","hsa03420"
"CASP8","hsa04932"
"COX4I1","hsa04932"
"COX5A","hsa04932"
"COX5B","hsa04932"
"COX6A1","hsa04932"
"COX6A2","hsa04932"
"COX6B1","hsa04932"
"COX6C","hsa04932"
"COX7B","hsa04932"
"COX7C","hsa04932"
"COX8A","hsa04932"
"CYC1","hsa04932"
"CYCS","hsa04932"
"EIF2S1","hsa04932"
"FAS","hsa04932"
"FOS","hsa04932"
"GSK3B","hsa04932"
"ITCH","hsa04932"
"JUN","hsa04932"
"NDUFA11","hsa04932"
"NDUFA12","hsa04932"
"NDUFA13","hsa04932"
"NDUFA2","hsa04932"
"NDUFA4","hsa04932"
"NDUFA5","hsa04932"
"NDUFA6","hsa04932"
"NDUFA8","hsa04932"
"NDUFA9","hsa04932"
"NDUFAB1","hsa04932"
"NDUFB10","hsa04932"
"NDUFB5","hsa04932"
"NDUFB7","hsa04932"
"NDUFB8","hsa04932"
"NDUFB9","hsa04932"
"NDUFS1","hsa04932"
"NDUFS2","hsa04932"
"NDUFS3","hsa04932"
"NDUFS4","hsa04932"
"NDUFS5","hsa04932"
"NDUFS7","hsa04932"
"NDUFV1","hsa04932"
"NDUFV2","hsa04932"
"PPARG","hsa04932"
"RELA","hsa04932"
"UQCR10","hsa04932"
"UQCR11","hsa04932"
"UQCRB","hsa04932"
"UQCRC1","hsa04932"
